Eviction ID,Address,City,State,Eviction Notice Source Zipcode,File Date,Non Payment,Breach,Nuisance,Illegal Use,Failure to Sign Renewal,Access Denial,Unapproved Subtenant,Owner Move In,Demolition,Capital Improvement,Substantial Rehab,Ellis Act WithDrawal,Condo Conversion,Roommate Same Unit,Other Cause,Late Payments,Lead Remediation,Development,Good Samaritan Ends,Constraints Date,Supervisor District,Neighborhoods - Analysis Boundaries,Location,Shape,data_as_of,data_loaded_at,SF Find Neighborhoods,Current Police Districts,Current Supervisor Districts,Analysis Neighborhoods,DELETE - Neighborhoods,DELETE - Police Districts,DELETE - Supervisor Districts,DELETE - Fire Prevention Districts,DELETE - Zip Codes,"CBD, BID and GBD Boundaries as of 2017",Central Market/Tenderloin Boundary,"Areas of Vulnerability, 2016",Central Market/Tenderloin Boundary Polygon - Updated,Fix It Zones as of 2018-02-07,Neighborhoods
M190908,100 Block Of Crespi Drive,San Francisco,CA,94132,04/25/2019,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,,7,Lakeshore,"(37.719126372, -122.477093905)",POINT (-122.477093905 37.719126372),2025/07/16 12:00:00 AM,2025/07/16 05:13:00 AM,42,10,8,16,14,8,4,1,64,,,2,,,42
E982369,500 Block Of Vallejo Street,San Francisco,CA,94133,10/08/1998,false,false,false,false,false,false,false,true,false,false,false,false,false,false,false,false,false,false,false,,3,North Beach,"(37.798884571, -122.405881057)",POINT (-122.405881057 37.798884571),2025/07/16 12:00:00 AM,2025/07/16 05:13:00 AM,106,6,3,23,23,1,10,3,308,,,2,,23,106
M172191,200 Block Of Rolph Street,San Francisco,CA,94112,08/25/2017,false,false,false,false,false,false,false,false,false,false,false,true,false,false,false,false,false,false,false,,11,Excelsior,"(37.714020644, -122.437550491)",POINT (-122.437550491 37.714020644),2025/07/16 12:00:00 AM,2025/07/16 05:13:00 AM,58,9,1,7,5,7,6,9,28861,,,2,,4,58
M152392,2900 Block Of Harrison Street,San Francisco,CA,94110,09/08/2015,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,,9,Mission,"(37.750239237, -122.411600558)",POINT (-122.411600558 37.750239237),2025/07/16 12:00:00 AM,2025/07/16 05:13:00 AM,53,3,2,20,19,4,7,2,28859,,,1,,,53
M211746,1300 Block Of Leavenworth Street,San Francisco,CA,94109,11/22/2021,false,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,,3,Nob Hill,"(37.793461598, -122.416134027)",POINT (-122.416134027 37.793461598),2025/07/16 12:00:00 AM,2025/07/16 05:13:00 AM,16,6,3,21,21,1,10,5,28858,,,1,,,16
M210830,300 Block Of Fremont Street,San Francisco,CA,94105,06/11/2021,false,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,,6,Financial District/South Beach,"(37.787419654, -122.392776012)",POINT (-122.392776012 37.787419654),2025/07/16 12:00:00 AM,2025/07/16 05:13:00 AM,30,1,10,8,6,2,9,6,28855,3,,1,,,30
M162875,600 Block Of Burnett Avenue,San Francisco,CA,94131,09/15/2016,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,true,false,false,false,,8,Twin Peaks,"(37.751329748, -122.444469195)",POINT (-122.444469195 37.751329748),2025/07/16 12:00:00 AM,2025/07/16 05:13:00 AM,51,7,5,38,38,5,5,2,63,,,1,,,51
M163709,2400 Block Of 38th Avenue,San Francisco,CA,94116,11/28/2016,false,false,false,false,false,false,false,true,false,false,false,false,false,false,false,false,false,false,false,01/22/2022,4,Sunset/Parkside,"(37.74122196, -122.49591502)",POINT (-122.49591502 37.74122196),2025/07/16 12:00:00 AM,2025/07/16 05:13:00 AM,39,10,7,35,35,8,3,1,29491,,,1,,,39
M150780,700 Block Of Hampshire Street,San Francisco,CA,94110,04/09/2015,false,false,false,false,false,false,false,true,false,false,false,false,false,false,false,false,false,false,false,,9,Mission,"(37.759957284, -122.407933088)",POINT (-122.407933088 37.759957284),2025/07/16 12:00:00 AM,2025/07/16 05:13:00 AM,53,3,9,20,19,4,8,10,28859,,,2,,,53
M162956,600 Block Of Burnett Avenue,San Francisco,CA,94131,09/22/2016,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,true,false,false,false,,8,Twin Peaks,"(37.751329748, -122.444469195)",POINT (-122.444469195 37.751329748),2025/07/16 12:00:00 AM,2025/07/16 05:13:00 AM,51,7,5,38,38,5,5,2,63,,,1,,,51
M182234,1300 Block Of Market Street,San Francisco,CA,94102,07/30/2018,false,false,false,false,false,false,false,false,false,true,false,false,false,false,false,false,false,false,false,,6,Tenderloin,"(37.777083316, -122.416979514)",POINT (-122.416979514 37.777083316),2025/07/16 12:00:00 AM,2025/07/16 05:13:00 AM,21,5,10,36,36,2,9,7,28852,8,1,2,1,,21
M211521,1600 Block Of Sutter Street,San Francisco,CA,94109,10/13/2021,false,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,,5,Pacific Heights,"(37.7868729, -122.427512151)",POINT (-122.427512151 37.7868729),2025/07/16 12:00:00 AM,2025/07/16 05:13:00 AM,101,4,11,30,27,9,11,13,28858,,,1,,,101
M200310,900 Block Of Silver Avenue,San Francisco,CA,94134,02/18/2020,false,false,false,false,false,false,false,false,false,false,false,true,false,false,false,false,false,false,false,,9,Excelsior,"(37.72875182, -122.416677854)",POINT (-122.416677854 37.72875182),2025/07/16 12:00:00 AM,2025/07/16 05:13:00 AM,92,2,2,7,5,3,7,9,309,,,2,,,92
E982745,900 Block Of San Jose Avenue,San Francisco,CA,94110,11/24/1998,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,,8,Glen Park,"(37.740063622, -122.424290357)",POINT (-122.424290357 37.740063622),2025/07/16 12:00:00 AM,2025/07/16 05:13:00 AM,59,9,5,10,7,7,5,2,28859,,,1,,,59
M161374,3500 Block Of 20th Street,San Francisco,CA,94110,04/25/2016,false,false,false,false,false,false,false,true,false,false,false,false,false,false,false,false,false,false,false,06/20/2021,9,Mission,"(37.758510055, -122.420168825)",POINT (-122.420168825 37.758510055),2025/07/16 12:00:00 AM,2025/07/16 05:13:00 AM,53,3,2,20,19,4,7,2,28859,,,2,,,53
M170891,300 Block Of Hayes Street,San Francisco,CA,94102,04/07/2017,false,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,,5,Hayes Valley,"(37.777041501, -122.422165132)",POINT (-122.422165132 37.777041501),2025/07/16 12:00:00 AM,2025/07/16 05:13:00 AM,21,4,11,9,10,9,11,7,28852,8,,1,,,21
M161788,0 Block Of Girard Street,San Francisco,CA,94134,05/23/2016,false,false,false,false,false,false,false,true,false,false,false,false,false,false,false,false,false,false,false,07/19/2021,9,Portola,"(37.731575586, -122.406264798)",POINT (-122.406264798 37.731575586),2025/07/16 12:00:00 AM,2025/07/16 05:13:00 AM,91,2,2,25,28,3,7,10,309,,,2,,,91
E982420,600 Block Of Thornton Avenue,San Francisco,CA,94124,10/13/1998,false,false,false,false,false,false,false,true,false,false,false,false,false,false,false,false,false,false,false,,10,Bayview Hunters Point,"(37.731316226, -122.400690668)",POINT (-122.400690668 37.731316226),2025/07/16 12:00:00 AM,2025/07/16 05:13:00 AM,87,2,9,1,1,3,8,10,58,,,2,,,87
E981598,800 Block Of South  Van Ness Avenue,San Francisco,CA,94110,07/15/1998,false,false,false,false,false,false,false,true,false,false,false,false,false,false,false,false,false,false,false,,9,Mission,"(37.767609513, -122.417654818)",POINT (-122.417654818 37.767609513),2025/07/16 12:00:00 AM,2025/07/16 05:13:00 AM,53,3,2,20,19,4,7,8,28853,,,2,,14,53
E981704,500 Block Of 37th Avenue,San Francisco,CA,94118,07/27/1998,false,false,false,false,false,false,false,true,false,false,false,false,false,false,false,false,false,false,false,,1,Outer Richmond,"(37.778538627, -122.497592211)",POINT (-122.497592211 37.778538627),2025/07/16 12:00:00 AM,2025/07/16 05:13:00 AM,8,8,4,29,26,6,2,11,55,,,1,,,8
M183158,5800 Block Of California Street,San Francisco,CA,94121,11/21/2018,false,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,,1,Outer Richmond,"(37.784046145, -122.480184162)",POINT (-122.480184162 37.784046145),2025/07/16 12:00:00 AM,2025/07/16 05:13:00 AM,8,8,4,29,26,6,2,11,55,,,2,,,8
E992533,600 Block Of Sweeny Street,San Francisco,CA,94134,12/16/1999,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,,9,Portola,"(37.730484322, -122.416055617)",POINT (-122.416055617 37.730484322),2025/07/16 12:00:00 AM,2025/07/16 05:13:00 AM,91,2,2,25,28,3,7,9,309,,,2,,,91
E982227,500 Block Of Lombard Street,San Francisco,CA,94133,09/21/1998,false,false,false,false,false,false,false,true,false,false,false,false,false,false,false,false,false,false,false,,3,North Beach,"(37.803253994, -122.410058957)",POINT (-122.410058957 37.803253994),2025/07/16 12:00:00 AM,2025/07/16 05:13:00 AM,106,6,3,23,23,1,10,3,308,,,1,,23,106
M160677,700 Block Of Gonzalez Drive,San Francisco,CA,94132,02/22/2016,false,false,false,false,false,false,false,false,false,true,false,false,false,false,false,false,false,false,false,,7,Lakeshore,"(37.717515182, -122.480598519)",POINT (-122.480598519 37.717515182),2025/07/16 12:00:00 AM,2025/07/16 05:13:00 AM,42,10,8,16,14,8,4,1,64,,,2,,,42
M201193,0 Block Of Turk Street,San Francisco,CA,94102,08/19/2020,false,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,,5,Tenderloin,"(37.783388956, -122.409832446)",POINT (-122.409832446 37.783388956),2025/07/16 12:00:00 AM,2025/07/16 05:13:00 AM,20,5,10,36,36,10,9,14,28852,6,1,2,1,18,20
M152808,2000 Block Of 10th Avenue,San Francisco,CA,94116,10/14/2015,false,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,,7,Inner Sunset,"(37.75000394, -122.466471701)",POINT (-122.466471701 37.75000394),2025/07/16 12:00:00 AM,2025/07/16 05:13:00 AM,44,10,8,14,12,8,4,1,29491,,,1,,,44
M163679,1800 Block Of 32nd Avenue,San Francisco,CA,94122,11/30/2016,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,,4,Sunset/Parkside,"(37.752689571, -122.49040457)",POINT (-122.49040457 37.752689571),2025/07/16 12:00:00 AM,2025/07/16 05:13:00 AM,39,10,7,35,35,8,3,1,56,,,1,,,39
M170503,700 Block Of 47th Avenue,San Francisco,CA,94121,03/09/2017,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,,1,Outer Richmond,"(37.7742887, -122.508025373)",POINT (-122.508025373 37.7742887),2025/07/16 12:00:00 AM,2025/07/16 05:13:00 AM,8,8,4,29,26,6,2,11,55,,,1,,,8
E990713,4300 Block Of 18th Street,San Francisco,CA,94114,04/20/1999,false,false,false,false,false,false,false,true,false,false,false,false,false,false,false,false,false,false,false,,8,Castro/Upper Market,"(37.760779979, -122.437733324)",POINT (-122.437733324 37.760779979),2025/07/16 12:00:00 AM,2025/07/16 05:13:00 AM,115,3,5,5,3,4,5,15,28862,,,1,,,115
M190305,600 Block Of Gonzalez Drive,San Francisco,CA,94132,02/15/2019,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,,7,Lakeshore,"(37.716592476, -122.479658243)",POINT (-122.479658243 37.716592476),2025/07/16 12:00:00 AM,2025/07/16 05:13:00 AM,42,10,8,16,14,8,4,1,64,,,2,,,42
E980961,1700 Block Of Waller Street,San Francisco,CA,94117,05/07/1998,false,false,false,false,false,false,false,true,false,false,false,false,false,false,false,false,false,false,false,,5,Haight Ashbury,"(37.768392772, -122.452519624)",POINT (-122.452519624 37.768392772),2025/07/16 12:00:00 AM,2025/07/16 05:13:00 AM,25,7,11,3,9,5,11,15,29492,,,1,,25,25
E992463,4400 Block Of Lincoln Way,San Francisco,CA,94122,12/07/1999,false,false,false,false,false,false,false,true,false,false,false,false,false,false,false,false,false,false,false,,4,Sunset/Parkside,"(37.764099308, -122.505648753)",POINT (-122.505648753 37.764099308),2025/07/16 12:00:00 AM,2025/07/16 05:13:00 AM,39,10,7,35,35,8,3,1,56,,,1,,,39
E982183,600 Block Of Eddy Street,San Francisco,CA,94109,09/21/1998,false,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,,5,Tenderloin,"(37.783151908, -122.418344327)",POINT (-122.418344327 37.783151908),2025/07/16 12:00:00 AM,2025/07/16 05:13:00 AM,20,5,10,36,36,9,9,7,28852,6,1,2,1,,20
M183301,0 Block Of Fuente Avenue,San Francisco,CA,94132,12/13/2018,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,,7,Lakeshore,"(37.719401813, -122.478130892)",POINT (-122.478130892 37.719401813),2025/07/16 12:00:00 AM,2025/07/16 05:13:00 AM,42,10,8,16,14,8,4,1,64,,,2,,,42
M172271,100 Block Of Anzavista Avenue,San Francisco,CA,94115,09/05/2017,false,false,false,false,false,false,false,true,false,false,false,false,false,false,false,false,false,false,false,,2,Lone Mountain/USF,"(37.779613821, -122.443681911)",POINT (-122.443681911 37.779613821),2025/07/16 12:00:00 AM,2025/07/16 05:13:00 AM,13,7,6,18,16,5,1,15,29490,,,1,,,13
M201468,1200 Block Of Clayton Street,San Francisco,CA,94114,10/22/2020,false,false,false,false,false,false,false,false,false,true,false,false,false,false,false,false,false,false,false,,8,Castro/Upper Market,"(37.761417286, -122.446466136)",POINT (-122.446466136 37.761417286),2025/07/16 12:00:00 AM,2025/07/16 05:13:00 AM,115,7,5,5,3,5,5,15,29492,,,1,,,115
E981216,2000 Block Of Bush Street,San Francisco,CA,94115,06/05/1998,false,false,false,false,false,false,false,true,false,false,false,false,false,false,false,false,false,false,false,,5,Pacific Heights,"(37.787390086, -122.43100178)",POINT (-122.43100178 37.787390086),2025/07/16 12:00:00 AM,2025/07/16 05:13:00 AM,101,4,11,30,27,9,11,13,29490,,,1,,,101
E992307,100 Block Of 15th Avenue,San Francisco,CA,94118,11/10/1999,false,false,false,false,false,false,false,false,false,false,false,true,false,false,false,false,false,false,false,,1,Outer Richmond,"(37.785307436, -122.474245099)",POINT (-122.474245099 37.785307436),2025/07/16 12:00:00 AM,2025/07/16 05:13:00 AM,2,8,4,29,26,6,2,11,54,,,1,,,2
M190182,0 Block Of Crespi Drive,San Francisco,CA,94132,01/25/2019,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,,7,Lakeshore,"(37.719682537, -122.476334717)",POINT (-122.476334717 37.719682537),2025/07/16 12:00:00 AM,2025/07/16 05:13:00 AM,42,10,8,16,14,8,4,1,64,,,2,,,42
E980769,2000 Block Of Fulton Street,San Francisco,CA,94117,04/14/1998,false,false,false,false,false,false,false,false,false,false,false,false,false,true,false,false,false,false,false,,5,Lone Mountain/USF,"(37.775228332, -122.45052154)",POINT (-122.45052154 37.775228332),2025/07/16 12:00:00 AM,2025/07/16 05:13:00 AM,24,7,11,18,16,5,11,15,29492,,,1,,,24
E990845,200 Block Of Willard North Street,San Francisco,CA,94118,05/07/1999,false,false,false,false,false,false,false,false,false,false,false,true,false,false,false,false,false,false,false,,1,Lone Mountain/USF,"(37.777809579, -122.45687612)",POINT (-122.45687612 37.777809579),2025/07/16 12:00:00 AM,2025/07/16 05:13:00 AM,12,8,4,18,16,6,2,11,54,,,1,,,12
E990924,900 Block Of Capp Street,San Francisco,CA,94110,05/20/1999,false,false,false,false,false,false,false,false,false,false,false,false,false,true,false,false,false,false,false,,9,Mission,"(37.751501319, -122.417348329)",POINT (-122.417348329 37.751501319),2025/07/16 12:00:00 AM,2025/07/16 05:13:00 AM,53,3,2,20,19,4,7,2,28859,,,2,,,53
M220914,300 Block Of Berry Street,San Francisco,CA,94158,06/13/2022,false,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,,6,Mission Bay,"(37.773190313, -122.396737748)",POINT (-122.396737748 37.773190313),2025/07/16 12:00:00 AM,2025/07/16 05:13:00 AM,34,1,10,4,20,2,9,14,310,,,1,,,34
E980828,300 Block Of Capp Street,San Francisco,CA,94110,04/21/1998,false,false,false,false,false,false,false,true,false,false,false,false,false,false,false,false,false,false,false,,9,Mission,"(37.76109715, -122.418263705)",POINT (-122.418263705 37.76109715),2025/07/16 12:00:00 AM,2025/07/16 05:13:00 AM,53,3,2,20,19,4,7,2,28859,,,2,,15,53
M191827,0 Block Of Lobos Street,San Francisco,CA,94112,08/01/2019,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,,11,Oceanview/Merced/Ingleside,"(37.714860574, -122.454246074)",POINT (-122.454246074 37.714860574),2025/07/16 12:00:00 AM,2025/07/16 05:13:00 AM,81,10,1,24,24,8,6,9,28861,,,2,,,81
M153051,2000 Block Of Broadway Street,San Francisco,CA,94115,11/06/2015,false,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,,2,Pacific Heights,"(37.795265169, -122.427533071)",POINT (-122.427533071 37.795265169),2025/07/16 12:00:00 AM,2025/07/16 05:13:00 AM,102,4,6,30,27,9,1,13,28858,,,1,,,102
E982855,6500 Block Of 03rd Street,San Francisco,CA,94124,12/14/1998,false,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,,10,Bayview Hunters Point,"(37.719195074, -122.397326063)",POINT (-122.397326063 37.719195074),2025/07/16 12:00:00 AM,2025/07/16 05:13:00 AM,88,2,9,1,1,3,8,10,58,,,2,,,88
M210049,0 Block Of Minerva Street,San Francisco,CA,94112,01/13/2021,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,,11,Oceanview/Merced/Ingleside,"(37.71568992, -122.45479584)",POINT (-122.45479584 37.71568992),2025/07/16 12:00:00 AM,2025/07/16 05:13:00 AM,81,10,1,24,24,8,6,9,28861,,,2,,,81
E992468,500 Block Of Potrero Avenue,San Francisco,CA,94110,12/08/1999,false,false,false,false,false,false,false,false,false,false,false,false,false,false,true,false,false,false,false,,9,Mission,"(37.762556563, -122.407374698)",POINT (-122.407374698 37.762556563),2025/07/16 12:00:00 AM,2025/07/16 05:13:00 AM,53,3,9,20,19,4,8,8,28859,,,2,,,53
M190668,800 Block Of Lombard Street,San Francisco,CA,94133,04/01/2019,false,false,false,false,false,false,false,false,false,true,false,false,false,false,false,false,false,false,false,,3,Russian Hill,"(37.802461767, -122.415491758)",POINT (-122.415491758 37.802461767),2025/07/16 12:00:00 AM,2025/07/16 05:13:00 AM,107,6,3,32,32,1,10,5,308,,,1,,,107
E992288,1300 Block Of Grant Avenue,San Francisco,CA,94133,11/08/1999,false,false,false,false,false,false,false,false,false,false,false,true,false,false,false,false,false,false,false,,3,North Beach,"(37.799231231, -122.407369153)",POINT (-122.407369153 37.799231231),2025/07/16 12:00:00 AM,2025/07/16 05:13:00 AM,106,6,3,23,23,1,10,3,308,,,2,,23,106
M170201,1600 Block Of Sacramento Street,San Francisco,CA,94109,02/06/2017,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,,3,Nob Hill,"(37.791545691, -122.420036604)",POINT (-122.420036604 37.791545691),2025/07/16 12:00:00 AM,2025/07/16 05:13:00 AM,105,4,3,21,21,9,10,13,28858,,,1,,,105
E982062,400 Block Of Davis Court,San Francisco,CA,94111,09/04/1998,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,,3,Financial District/South Beach,"(37.796707341, -122.398186155)",POINT (-122.398186155 37.796707341),2025/07/16 12:00:00 AM,2025/07/16 05:13:00 AM,77,6,3,8,6,1,10,3,28860,,,1,,,77
M201412,300 Block Of Broadway Street,San Francisco,CA,94133,10/15/2020,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,,3,North Beach,"(37.798241407, -122.403286579)",POINT (-122.403286579 37.798241407),2025/07/16 12:00:00 AM,2025/07/16 05:13:00 AM,106,6,3,23,23,1,10,3,308,,,2,,,106
M151765,1200 Block Of Arguello Boulevard,San Francisco,CA,94122,07/14/2015,false,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,,7,Inner Sunset,"(37.765079074, -122.457806245)",POINT (-122.457806245 37.765079074),2025/07/16 12:00:00 AM,2025/07/16 05:13:00 AM,109,7,11,14,12,5,11,15,56,,,1,,,109
E992185,1200 Block Of Turk Street,San Francisco,CA,941,10/27/1999,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,,5,Western Addition,"(37.780869798, -122.429649503)",POINT (-122.429649503 37.780869798),2025/07/16 12:00:00 AM,2025/07/16 05:13:00 AM,97,4,11,39,41,9,11,7,29490,,,2,,,97
E982785,700 Block Of Anderson Street,San Francisco,CA,94110,12/03/1998,false,false,false,false,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,,9,Bernal Heights,"(37.734058477, -122.415687699)",POINT (-122.415687699 37.734058477),2025/07/16 12:00:00 AM,2025/07/16 05:13:00 AM,83,9,2,2,2,7,7,2,28859,,,1,,,83
M191599,700 Block Of Gonzalez Drive,San Francisco,CA,94132,07/15/2019,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,,7,Lakeshore,"(37.717515182, -122.480598519)",POINT (-122.480598519 37.717515182),2025/07/16 12:00:00 AM,2025/07/16 05:13:00 AM,42,10,8,16,14,8,4,1,64,,,2,,,42
E990509,1400 Block Of Valencia Street,San Francisco,CA,94110,03/23/1999,false,false,false,false,false,false,true,false,false,false,false,false,false,false,false,false,false,false,false,,9,Mission,"(37.749710347, -122.420361382)",POINT (-122.420361382 37.749710347),2025/07/16 12:00:00 AM,2025/07/16 05:13:00 AM,53,3,2,20,19,4,7,2,28859,,,2,,,53
E980637,1800 Block Of Filbert Street,San Francisco,CA,94123,03/30/1998,false,false,false,false,false,false,false,true,false,false,false,false,false,false,false,false,false,false,false,,2,Marina,"(37.798698699, -122.42991376)",POINT (-122.42991376 37.798698699),2025/07/16 12:00:00 AM,2025/07/16 05:13:00 AM,15,4,6,13,17,9,1,13,57,,,1,,,15
E981046,400 Block Of Ashbury Street,San Francisco,CA,94117,05/29/1998,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,,5,Haight Ashbury,"(37.77139753, -122.44728589)",POINT (-122.44728589 37.77139753),2025/07/16 12:00:00 AM,2025/07/16 05:13:00 AM,25,7,11,3,9,5,11,15,29492,,,1,,25,25
E982570,2700 Block Of Folsom Street,San Francisco,CA,94110,11/05/1998,false,false,false,false,false,false,false,true,false,false,false,false,false,false,false,false,false,false,false,,9,Mission,"(37.753298447, -122.414228762)",POINT (-122.414228762 37.753298447),2025/07/16 12:00:00 AM,2025/07/16 05:13:00 AM,53,3,2,20,19,4,7,2,28859,,,2,,,53
M160824,1200 Block Of 34th Avenue,San Francisco,CA,94122,02/29/2016,false,false,false,false,false,false,false,false,false,false,false,true,false,false,false,false,false,false,false,,4,Sunset/Parkside,"(37.763796171, -122.493195709)",POINT (-122.493195709 37.763796171),2025/07/16 12:00:00 AM,2025/07/16 05:13:00 AM,39,10,7,35,35,8,3,1,56,,,1,,,39
E980696,3000 Block Of Mission Street,San Francisco,CA,94110,04/06/1998,false,false,false,false,false,false,true,false,false,false,false,false,false,false,false,false,false,false,false,,9,Mission,"(37.748590163, -122.418024802)",POINT (-122.418024802 37.748590163),2025/07/16 12:00:00 AM,2025/07/16 05:13:00 AM,53,3,2,20,19,4,7,2,28859,,,2,,,53
E981248,100 Block Of Carl Street,San Francisco,CA,94117,06/10/1998,false,false,false,false,false,false,false,false,false,false,false,false,false,true,false,false,false,false,false,,8,Haight Ashbury,"(37.765653666, -122.450669535)",POINT (-122.450669535 37.765653666),2025/07/16 12:00:00 AM,2025/07/16 05:13:00 AM,29,7,11,3,9,5,11,15,29492,,,1,,,29
M211462,0 Block Of 28th Street,San Francisco,CA,94110,10/05/2021,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,,8,Noe Valley,"(37.745452509, -122.423373274)",POINT (-122.423373274 37.745452509),2025/07/16 12:00:00 AM,2025/07/16 05:13:00 AM,84,9,5,22,22,7,5,2,28859,,,1,,,84
E982500,4200 Block Of 25th Street,San Francisco,CA,94114,10/26/1998,false,false,false,false,false,false,false,true,false,false,false,false,false,false,false,false,false,false,false,,8,Noe Valley,"(37.749574155, -122.435028132)",POINT (-122.435028132 37.749574155),2025/07/16 12:00:00 AM,2025/07/16 05:13:00 AM,84,3,5,22,22,4,5,2,28862,,,1,,,84
E992309,400 Block Of Haight Street,San Francisco,CA,94117,11/10/1999,false,false,false,false,false,false,false,true,false,false,false,false,false,false,false,false,false,false,false,,5,Hayes Valley,"(37.77226629, -122.429628961)",POINT (-122.429628961 37.77226629),2025/07/16 12:00:00 AM,2025/07/16 05:13:00 AM,26,4,11,9,10,9,11,7,29492,,,1,,,26
M220881,300 Block Of Capp Street,San Francisco,CA,94110,06/03/2022,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,,9,Mission,"(37.76109715, -122.418263705)",POINT (-122.418263705 37.76109715),2025/07/16 12:00:00 AM,2025/07/16 05:13:00 AM,53,3,2,20,19,4,7,2,28859,,,2,,15,53
M152208,1200 Block Of 02nd Avenue,San Francisco,CA,94122,08/20/2015,false,false,false,false,false,false,false,false,false,false,false,true,false,false,false,false,false,false,false,,7,Inner Sunset,"(37.765783, -122.458844627)",POINT (-122.458844627 37.765783),2025/07/16 12:00:00 AM,2025/07/16 05:13:00 AM,109,7,11,14,12,5,11,15,56,,,1,,,109
E981068,1800 Block Of Laguna Street,San Francisco,CA,94115,05/18/1998,false,false,false,false,false,false,false,true,false,false,false,false,false,false,false,false,false,false,false,,5,Pacific Heights,"(37.788122507, -122.428550221)",POINT (-122.428550221 37.788122507),2025/07/16 12:00:00 AM,2025/07/16 05:13:00 AM,101,4,11,30,27,9,11,13,28858,,,1,,,101
M171401,2700 Block Of San Bruno Avenue,San Francisco,CA,94134,05/26/2017,false,false,false,false,false,false,false,true,false,false,false,false,false,false,false,false,false,false,false,07/24/2022,9,Portola,"(37.727050746, -122.403281819)",POINT (-122.403281819 37.727050746),2025/07/16 12:00:00 AM,2025/07/16 05:13:00 AM,91,2,2,25,28,3,7,10,309,,,2,,,91
M190713,1700 Block Of 39th Avenue,San Francisco,CA,94122,04/08/2019,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,,4,Sunset/Parkside,"(37.754220975, -122.498035673)",POINT (-122.498035673 37.754220975),2025/07/16 12:00:00 AM,2025/07/16 05:13:00 AM,39,10,7,35,35,8,3,1,56,,,1,,,39
M161344,800 Block Of Oak Street,San Francisco,CA,94117,04/18/2016,false,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,,5,Hayes Valley,"(37.773707429, -122.433298927)",POINT (-122.433298927 37.773707429),2025/07/16 12:00:00 AM,2025/07/16 05:13:00 AM,26,4,11,9,10,5,11,15,29492,,,1,,,26
M171591,1000 Block Of Howard Street,San Francisco,CA,94103,06/14/2017,false,false,false,false,false,false,false,false,false,false,false,true,false,false,false,false,false,false,false,,6,South of Market,"(37.778235218, -122.40915869)",POINT (-122.40915869 37.778235218),2025/07/16 12:00:00 AM,2025/07/16 05:13:00 AM,32,1,10,34,34,2,9,14,28853,,1,2,1,6,32
M170656,4900 Block Of 17th Street,San Francisco,CA,94117,03/20/2017,false,false,false,false,false,false,false,false,false,false,false,true,false,false,false,false,false,false,false,,8,Haight Ashbury,"(37.761574443, -122.4512741)",POINT (-122.4512741 37.761574443),2025/07/16 12:00:00 AM,2025/07/16 05:13:00 AM,114,7,11,3,9,5,11,15,29492,,,1,,,114
