"city","city_ascii","state_id","state_name","county_fips","county_name","lat","lng","population","population_proper","density","source","incorporated","timezone","zips","id"
"Salunga","Salunga","PA","Pennsylvania","42071","Lancaster","40.0929","-76.4279","","","76.8","polygon","False","America/New_York","17538","1840035185"
"Greenwood","Greenwood","PA","Pennsylvania","42013","Blair","40.5326","-78.3589","","","820.2","polygon","False","America/New_York","16602","1840026416"
"Schuylkill Haven","Schuylkill Haven","PA","Pennsylvania","42107","Schuylkill","40.6284","-76.1730","5203","5203","1436","polygon","True","America/New_York","17972","1840002778"
"Eddystone","Eddystone","PA","Pennsylvania","42045","Delaware","39.8566","-75.3342","2399","2399","931","polygon","True","America/New_York","19022","1840000697"
"Trucksville","Trucksville","PA","Pennsylvania","42079","Luzerne","41.3101","-75.9281","","","671.5","polygon","False","America/New_York","18708","1840035227"
"Sardis","Sardis","PA","Pennsylvania","42129","Westmoreland","40.4917","-79.6917","","","18.5","point","False","America/New_York","15668","1840035189"
"Mount Pocono","Mount Pocono","PA","Pennsylvania","42089","Monroe","41.1225","-75.3582","23308.0","3052","341","polygon","True","America/New_York","18344","1840003508"
"Orviston","Orviston","PA","Pennsylvania","42027","Centre","41.1073","-77.7533","","","103.6","polygon","False","America/New_York","16841 16822","1840024195"
"Berwick","Berwick","PA","Pennsylvania","42037","Columbia","41.0555","-76.2492","10138","10138","1272","polygon","True","America/New_York","18603","1840003484"
"Prospectville","Prospectville","PA","Pennsylvania","42091","Montgomery","40.2118","-75.1857","","","126.2","point","False","America/New_York","19002","1840035165"
"West Nanticoke","West Nanticoke","PA","Pennsylvania","42079","Luzerne","41.2202","-76.0095","","","522.6","polygon","False","America/New_York","18634","1840026337"
"New Alexandria","New Alexandria","PA","Pennsylvania","42129","Westmoreland","40.3945","-79.4175","544","544","247","polygon","True","America/New_York","15670","1840001149"
"Vicksburg","Vicksburg","PA","Pennsylvania","42119","Union","40.9384","-76.9906","","","172.1","polygon","False","America/New_York","17844","1840024212"
"Wilkes-Barre","Wilkes-Barre","PA","Pennsylvania","42079","Luzerne","41.2468","-75.8759","40569","40569","2244","polygon","True","America/New_York","18702 18701 18705 18703 18710 18711 18762 18764 18765 18766 18767 18769 18773","1840000777"
"Shrewsbury","Shrewsbury","PA","Pennsylvania","42133","York","39.7714","-76.6799","3858","3858","823","polygon","True","America/New_York","17361","1840001463"
"Alfarata","Alfarata","PA","Pennsylvania","42087","Mifflin","40.6619","-77.4559","","","152.2","polygon","False","America/New_York","17044 17841","1840024261"
"Milton","Milton","PA","Pennsylvania","42097","Northumberland","41.0089","-76.8506","30198.0","6903","776","polygon","True","America/New_York","17847","1840000845"
"McKeesport","McKeesport","PA","Pennsylvania","42003","Allegheny","40.3419","-79.8439","19273","19273","1475","polygon","True","America/New_York","15132 15134","1840001243"
"Glen Lyon","Glen Lyon","PA","Pennsylvania","42079","Luzerne","41.1796","-76.0782","","","536.7","polygon","False","America/New_York","18617","1840004912"
"Wagner","Wagner","PA","Pennsylvania","42087","Mifflin","40.6802","-77.3878","","","59.4","polygon","False","America/New_York","17841","1840024269"
"Gilberton","Gilberton","PA","Pennsylvania","42107","Schuylkill","40.7961","-76.2235","739","739","201","polygon","True","America/New_York","17949 17931 17934","1840002759"
"Slate Lick","Slate Lick","PA","Pennsylvania","42005","Armstrong","40.7670","-79.6428","","","33.6","point","False","America/New_York","16229","1840035198"
"Cochranville","Cochranville","PA","Pennsylvania","42029","Chester","39.8905","-75.9241","","","233.0","polygon","False","America/New_York","19330","1840026541"
"Oakmont","Oakmont","PA","Pennsylvania","42003","Allegheny","40.5200","-79.8365","6428","6428","1562","polygon","True","America/New_York","15139","1840001250"
"Montgomeryville","Montgomeryville","PA","Pennsylvania","42091","Montgomery","40.2502","-75.2405","","","586.8","polygon","False","America/New_York","18936 19446 19454","1840005457"
"Meridian","Meridian","PA","Pennsylvania","42019","Butler","40.8531","-79.9555","","","802.5","polygon","False","America/New_York","16001","1840005181"
"Christy Manor","Christy Manor","PA","Pennsylvania","42005","Armstrong","40.7384","-79.5287","","","68.9","point","False","America/New_York","16226","1840034903"
"New Freedom","New Freedom","PA","Pennsylvania","42133","York","39.7353","-76.6967","14774.0","4651","863","polygon","True","America/New_York","17349","1840001457"
"Hop Bottom","Hop Bottom","PA","Pennsylvania","42115","Susquehanna","41.7053","-75.7674","306","306","195","polygon","True","America/New_York","18824","1840003322"
"Newell","Newell","PA","Pennsylvania","42051","Fayette","40.0748","-79.8897","525","525","325","polygon","True","America/New_York","15466 15438","1840000665"
"Northvue","Northvue","PA","Pennsylvania","42019","Butler","40.9206","-79.9320","","","493.9","point","False","America/New_York","16001","1840035132"
"Duboistown","Duboistown","PA","Pennsylvania","42081","Lycoming","41.2228","-77.0381","1201","1201","839","polygon","True","America/New_York","17702","1840000628"
"Maple Glen","Maple Glen","PA","Pennsylvania","42091","Montgomery","40.1778","-75.1793","","","653.2","polygon","False","America/New_York","19044 19002","1840035082"
"West Lawn","West Lawn","PA","Pennsylvania","42011","Berks","40.3289","-75.9939","","","2843.0","polygon","False","America/New_York","19609","1840035253"
"South Uniontown","South Uniontown","PA","Pennsylvania","42051","Fayette","39.8939","-79.7465","","","1311.2","polygon","False","America/New_York","15401","1840026566"
"West Brownsville","West Brownsville","PA","Pennsylvania","42125","Washington","40.0314","-79.8913","964","964","286","polygon","True","America/New_York","15417","1840003669"
"Morrisville","Morrisville","PA","Pennsylvania","42017","Bucks","40.2074","-74.7797","8552","8552","1889","polygon","True","America/New_York","19067","1840001326"
"Gouldsboro","Gouldsboro","PA","Pennsylvania","42127","Wayne","41.2429","-75.4448","","","292.8","polygon","False","America/New_York","18424","1840026239"
"Bauerstown","Bauerstown","PA","Pennsylvania","42003","Allegheny","40.4959","-79.9764","","","589.9","point","False","America/New_York","15209","1840034859"
"Adamsville","Adamsville","PA","Pennsylvania","42039","Crawford","41.5113","-80.3707","","","89.5","polygon","False","America/New_York","16110","1840004802"
"Chester","Chester","PA","Pennsylvania","42045","Delaware","39.8456","-75.3718","33988","33988","2711","polygon","True","America/New_York","19013 19016","1840000690"
"West Decatur","West Decatur","PA","Pennsylvania","42033","Clearfield","40.9290","-78.2827","","","226.2","polygon","False","America/New_York","16878","1840026361"
"Beaverdale","Beaverdale","PA","Pennsylvania","42021","Cambria","40.3242","-78.7013","","","604.3","polygon","False","America/New_York","15955 15921","1840034861"
"Newfoundland","Newfoundland","PA","Pennsylvania","42127","Wayne","41.3073","-75.3199","","","136.2","point","False","America/New_York","18445","1840035126"
"Brownsville","Brownsville","PA","Pennsylvania","42051","Fayette","40.0188","-79.8910","2270","2270","897","polygon","True","America/New_York","15417","1840001500"
"Glenside","Glenside","PA","Pennsylvania","42091","Montgomery","40.1032","-75.1517","","","2903.5","polygon","False","America/New_York","19038","1840005462"
"Ellwood City","Ellwood City","PA","Pennsylvania","42073","Lawrence","40.8619","-80.2830","12371.0","7535","1251","polygon","True","America/New_York","16117","1840000937"
"Groveton","Groveton","PA","Pennsylvania","42003","Allegheny","40.5040","-80.1403","","","343.8","point","False","America/New_York","15108","1840035001"
"Blandburg","Blandburg","PA","Pennsylvania","42021","Cambria","40.6838","-78.4158","","","236.3","polygon","False","America/New_York","16639 16619","1840026423"
"Spring Mount","Spring Mount","PA","Pennsylvania","42091","Montgomery","40.2755","-75.4651","","","329.6","polygon","False","America/New_York","19473 19478","1840005468"
"Sun Valley","Sun Valley","PA","Pennsylvania","42089","Monroe","40.9800","-75.4688","","","272.3","polygon","False","America/New_York","18330","1840026364"
"Kimberton","Kimberton","PA","Pennsylvania","42029","Chester","40.1307","-75.5721","","","319.4","point","False","America/New_York","19460","1840035044"
"Brookville","Brookville","PA","Pennsylvania","42065","Jefferson","41.1615","-79.0827","4440.0","3836","472","polygon","True","America/New_York","15825","1840003469"
"Springmont","Springmont","PA","Pennsylvania","42011","Berks","40.3274","-76.0043","","","2843.0","polygon","False","America/New_York","19609 19608","1840035206"
"Brisbin","Brisbin","PA","Pennsylvania","42033","Clearfield","40.8395","-78.3526","392","392","211","polygon","True","America/New_York","16620","1840003487"
"Pleasant Valley","Pleasant Valley","PA","Pennsylvania","42129","Westmoreland","40.3790","-79.6737","","","365.7","point","False","America/New_York","15642","1840035155"
"Foster Brook","Foster Brook","PA","Pennsylvania","42083","McKean","41.9793","-78.6063","","","201.7","polygon","False","America/New_York","16701","1840026236"
"Mill Village","Mill Village","PA","Pennsylvania","42049","Erie","41.8775","-79.9726","387","387","162","polygon","True","America/New_York","16427 16441","1840000482"
"Pocono Mountain Lake Estates","Pocono Mountain Lake Estates","PA","Pennsylvania","42025","Carbon","41.1568","-74.9646","","","137.3","polygon","False","America/New_York","18324","1840035158"
"Salina","Salina","PA","Pennsylvania","42129","Westmoreland","40.5217","-79.4981","","","337.8","point","False","America/New_York","15618","1840035184"
"Newtown Square","Newtown Square","PA","Pennsylvania","42045","Delaware","39.9868","-75.4010","","","694.7","point","False","America/New_York","19073","1840035128"
"Greenville","Greenville","PA","Pennsylvania","42085","Mercer","41.4052","-80.3838","10194.0","5602","1146","polygon","True","America/New_York","16125","1840000659"
"Houserville","Houserville","PA","Pennsylvania","42027","Centre","40.8266","-77.8226","","","731.8","polygon","False","America/New_York","16801","1840035023"
"Millheim","Millheim","PA","Pennsylvania","42027","Centre","40.8936","-77.4765","886","886","258","polygon","True","America/New_York","16854","1840000826"
"Rehrersburg","Rehrersburg","PA","Pennsylvania","42011","Berks","40.4575","-76.2462","","","310.1","polygon","False","America/New_York","19550","1840026454"
"Lawrence","Lawrence","PA","Pennsylvania","42125","Washington","40.3042","-80.1185","","","839.4","polygon","False","America/New_York","15055","1840024312"
"Schellsburg","Schellsburg","PA","Pennsylvania","42009","Bedford","40.0481","-78.6434","331","331","503","polygon","True","America/New_York","15559","1840001407"
"Five Points","Five Points","PA","Pennsylvania","42007","Beaver","40.5717","-80.2559","","","334.1","point","False","America/New_York","15001","1840034967"
"Wernersville","Wernersville","PA","Pennsylvania","42011","Berks","40.3302","-76.0820","2529","2529","1280","polygon","True","America/New_York","19565","1840001193"
"Point Marion","Point Marion","PA","Pennsylvania","42051","Fayette","39.7355","-79.9008","1126","1126","1104","polygon","True","America/New_York","15474","1840000668"
"Baidland","Baidland","PA","Pennsylvania","42125","Washington","40.1888","-79.9533","","","265.1","polygon","False","America/New_York","15063","1840005432"
"Ambler","Ambler","PA","Pennsylvania","42091","Montgomery","40.1564","-75.2215","6500","6500","2944","polygon","True","America/New_York","19002","1840003693"
"Bradford","Bradford","PA","Pennsylvania","42083","McKean","41.9604","-78.6413","11531.0","8369","964","polygon","True","America/New_York","16701","1840000523"
"Green Tree","Green Tree","PA","Pennsylvania","42003","Allegheny","40.4170","-80.0544","4927","4927","916","polygon","True","America/New_York","15205 15220","1840001235"
"Brandywine Manor","Brandywine Manor","PA","Pennsylvania","42029","Chester","40.0615","-75.8097","","","152.9","point","False","America/New_York","19344","1840035334"
"Marshallton","Marshallton","PA","Pennsylvania","42029","Chester","39.9498","-75.6802","","","293.0","point","False","America/New_York","19382","1840035087"
"Orrstown","Orrstown","PA","Pennsylvania","42055","Franklin","40.0589","-77.6080","265","265","1610","polygon","True","America/New_York","17244","1840001414"
"Tullytown","Tullytown","PA","Pennsylvania","42017","Bucks","40.1402","-74.8107","1848","1848","469","polygon","True","America/New_York","19054 19055 19007","1840001316"
"East Vandergrift","East Vandergrift","PA","Pennsylvania","42129","Westmoreland","40.5973","-79.5630","646","646","1977","polygon","True","America/New_York","15629","1840001135"
"New Berlin","New Berlin","PA","Pennsylvania","42119","Union","40.8805","-76.9842","867","867","863","polygon","True","America/New_York","17855","1840003533"
"Cementon","Cementon","PA","Pennsylvania","42077","Lehigh","40.6890","-75.5160","","","593.7","polygon","False","America/New_York","18052","1840034894"
"Gold","Gold","PA","Pennsylvania","42105","Potter","41.8720","-77.8372","","","23.8","point","False","America/New_York","16923","1840035345"
"Wall","Wall","PA","Pennsylvania","42003","Allegheny","40.3916","-79.7859","566","566","499","polygon","True","America/New_York","15148","1840001270"
"Greeley","Greeley","PA","Pennsylvania","42103","Pike","41.4212","-74.9952","","","66.5","point","False","America/New_York","18425","1840035311"
"Gettysburg","Gettysburg","PA","Pennsylvania","42001","Adams","39.8304","-77.2339","7700","7700","1789","polygon","True","America/New_York","17325","1840000683"
"Hebron","Hebron","PA","Pennsylvania","42075","Lebanon","40.3390","-76.3989","","","1207.3","polygon","False","America/New_York","17042","1840035011"
"Crosby","Crosby","PA","Pennsylvania","42083","McKean","41.7451","-78.3903","","","39.1","point","False","America/New_York","16724","1840034919"
"Stroudsburg","Stroudsburg","PA","Pennsylvania","42089","Monroe","40.9838","-75.1972","5416","5416","1212","polygon","True","America/New_York","18360","1840003509"
"Roaring Spring","Roaring Spring","PA","Pennsylvania","42013","Blair","40.3348","-78.3959","6930.0","2513","1205","polygon","True","America/New_York","16673","1840001086"
"Harmony","Harmony","PA","Pennsylvania","42019","Butler","40.8015","-80.1250","856","856","835","polygon","True","America/New_York","16063 16037","1840000866"
"Feasterville","Feasterville","PA","Pennsylvania","42017","Bucks","40.1540","-74.9915","","","1192.7","polygon","False","America/New_York","19053","1840035284"
"Bovard","Bovard","PA","Pennsylvania","42129","Westmoreland","40.3198","-79.5034","","","435.3","point","False","America/New_York","15601","1840034871"
"Nesquehoning","Nesquehoning","PA","Pennsylvania","42025","Carbon","40.8659","-75.8322","3227","3227","58","polygon","True","America/New_York","18240","1840000934"
"Pocono Pines","Pocono Pines","PA","Pennsylvania","42089","Monroe","41.1149","-75.4589","","","154.8","polygon","False","America/New_York","18350","1840005173"
"McSherrystown","McSherrystown","PA","Pennsylvania","42001","Adams","39.8035","-77.0199","3059","3059","2307","polygon","True","America/New_York","17344","1840000685"
"Springdale","Springdale","PA","Pennsylvania","42003","Allegheny","40.5409","-79.7820","3344","3344","1382","polygon","True","America/New_York","15144","1840001263"
"Central City","Central City","PA","Pennsylvania","42111","Somerset","40.1096","-78.8043","1062","1062","759","polygon","True","America/New_York","15926","1840003734"
"Graterford","Graterford","PA","Pennsylvania","42091","Montgomery","40.2257","-75.4546","","","394.2","point","False","America/New_York","19426","1840034996"
"Geneva","Geneva","PA","Pennsylvania","42039","Crawford","41.5621","-80.2260","","","115.7","polygon","False","America/New_York","16316","1840004807"
"Berrysburg","Berrysburg","PA","Pennsylvania","42043","Dauphin","40.6029","-76.8102","373","373","237","polygon","True","America/New_York","17005","1840001283"
"Mohrsville","Mohrsville","PA","Pennsylvania","42011","Berks","40.4781","-75.9852","","","319.4","polygon","False","America/New_York","19541","1840026450"
"Quentin","Quentin","PA","Pennsylvania","42075","Lebanon","40.2793","-76.4352","","","644.1","polygon","False","America/New_York","17083 17042","1840005429"
"Fernville","Fernville","PA","Pennsylvania","42037","Columbia","41.0024","-76.4752","","","2111.1","polygon","False","America/New_York","17815","1840034965"
"Shillington","Shillington","PA","Pennsylvania","42011","Berks","40.3030","-75.9670","5246","5246","2034","polygon","True","America/New_York","19607","1840001188"
"Allenport","Allenport","PA","Pennsylvania","42125","Washington","40.0923","-79.8565","522","522","95","polygon","True","America/New_York","15412","1840003638"
"West Wyoming","West Wyoming","PA","Pennsylvania","42079","Luzerne","41.3217","-75.8578","2675","2675","285","polygon","True","America/New_York","18644","1840000775"
"Knox","Knox","PA","Pennsylvania","42031","Clarion","41.2346","-79.5360","1086","1086","745","polygon","True","America/New_York","16232","1840003458"
"East Uniontown","East Uniontown","PA","Pennsylvania","42051","Fayette","39.8960","-79.6976","","","202.8","polygon","False","America/New_York","15401","1840035421"
"Jacksonville","Jacksonville","PA","Pennsylvania","42063","Indiana","40.5652","-79.2952","","","72.4","polygon","False","America/New_York","15748 15774 15727 15725 15752 15756","1840005352"
"Ferndale","Ferndale","PA","Pennsylvania","42021","Cambria","40.2884","-78.9180","1539","1539","1528","polygon","True","America/New_York","15905","1840001111"
"Wynnewood","Wynnewood","PA","Pennsylvania","42091","Montgomery","40.0029","-75.2707","","","2175.2","point","False","America/New_York","19096","1840035272"
"Treveskyn","Treveskyn","PA","Pennsylvania","42003","Allegheny","40.3487","-80.1548","","","408.0","point","False","America/New_York","15031","1840035226"
"Slatedale","Slatedale","PA","Pennsylvania","42077","Lehigh","40.7439","-75.6583","","","443.3","polygon","False","America/New_York","18080 18079","1840026408"
"Rauchtown","Rauchtown","PA","Pennsylvania","42035","Clinton","41.1261","-77.2363","","","193.0","polygon","False","America/New_York","17740","1840026321"
"Oil City","Oil City","PA","Pennsylvania","42121","Venango","41.4282","-79.7035","14513.0","10017","860","polygon","True","America/New_York","16301","1840003426"
"Hyndman","Hyndman","PA","Pennsylvania","42009","Bedford","39.8207","-78.7214","875","875","660","polygon","True","America/New_York","15545","1840001400"
"Lionville","Lionville","PA","Pennsylvania","42029","Chester","40.0524","-75.6440","","","395.9","polygon","False","America/New_York","19341 19480","1840005502"
"Morgan","Morgan","PA","Pennsylvania","42003","Allegheny","40.3542","-80.1398","","","384.4","point","False","America/New_York","15064","1840035108"
"Lewisburg","Lewisburg","PA","Pennsylvania","42119","Union","40.9642","-76.8901","5699","5699","2260","polygon","True","America/New_York","17837","1840003531"
"Conneaut Lake","Conneaut Lake","PA","Pennsylvania","42039","Crawford","41.6023","-80.3094","633","633","673","polygon","True","America/New_York","16316","1840000554"
"Prospect","Prospect","PA","Pennsylvania","42019","Butler","40.8992","-80.0487","1125","1125","106","polygon","True","America/New_York","16052","1840000872"
"Girard","Girard","PA","Pennsylvania","42049","Erie","42.0041","-80.3192","2996","2996","493","polygon","True","America/New_York","16417","1840000479"
"Alba","Alba","PA","Pennsylvania","42015","Bradford","41.7059","-76.8277","151","151","86","polygon","True","America/New_York","17724 16947 16910","1840000509"
"East Pittsburgh","East Pittsburgh","PA","Pennsylvania","42003","Allegheny","40.3969","-79.8382","1776","1776","1768","polygon","True","America/New_York","15112","1840001226"
"Culmerville","Culmerville","PA","Pennsylvania","42003","Allegheny","40.6542","-79.8389","","","71.5","point","False","America/New_York","15084","1840034920"
"Hallam","Hallam","PA","Pennsylvania","42133","York","40.0026","-76.6043","2658","2658","1581","polygon","True","America/New_York","17406","1840001449"
"Ronks","Ronks","PA","Pennsylvania","42071","Lancaster","40.0267","-76.1710","","","200.7","polygon","False","America/New_York","17572","1840035175"
"Riddlesburg","Riddlesburg","PA","Pennsylvania","42009","Bedford","40.1620","-78.2545","","","37.8","point","False","America/New_York","16672","1840035171"
"Corsica","Corsica","PA","Pennsylvania","42065","Jefferson","41.1817","-79.2027","349","349","334","polygon","True","America/New_York","15829","1840003470"
"La Quinta","La Quinta","CA","California","06065","Riverside","33.6537","-116.2785","40956","40956","450","polygon","True","America/Los_Angeles","92253 92202 92247 92248","1840020559"
"Saint Helena","Saint Helena","CA","California","06055","Napa","38.5044","-122.4681","7119.0","6154","476","polygon","True","America/Los_Angeles","94574","1840021486"
"Burney","Burney","CA","California","06089","Shasta","40.8849","-121.6699","","","891.1","polygon","False","America/Los_Angeles","96013","1840017491"
"Kensington","Kensington","CA","California","06013","Contra Costa","37.9084","-122.2805","","","1849.8","polygon","False","America/Los_Angeles","94708 94707","1840017613"
"Upper Lake","Upper Lake","CA","California","06033","Lake","39.1653","-122.9052","","","413.6","polygon","False","America/Los_Angeles","95485","1840018805"
"Pleasant Hill","Pleasant Hill","CA","California","06013","Contra Costa","37.9540","-122.0759","34853","34853","1901","polygon","True","America/Los_Angeles","94523","1840020283"
"Leggett","Leggett","CA","California","06045","Mendocino","39.8635","-123.7253","","","49.8","polygon","False","America/Los_Angeles","95585","1840026597"
"Pomona","Pomona","CA","California","06037","Los Angeles","34.0585","-117.7625","152494","152494","2565","polygon","True","America/Los_Angeles","91766 91767 91768 91769","1840020507"
"Fieldbrook","Fieldbrook","CA","California","06023","Humboldt","40.9722","-124.0250","","","353.7","polygon","False","America/Los_Angeles","95519","1840025519"
"Oakdale","Oakdale","CA","California","06099","Stanislaus","37.7620","-120.8463","22564","22564","1441","polygon","True","America/Los_Angeles","95361","1840020289"
"Thermalito","Thermalito","CA","California","06007","Butte","39.4909","-121.6149","","","991.2","polygon","False","America/Los_Angeles","95965","1840018780"
"Knights Landing","Knights Landing","CA","California","06113","Yolo","38.7979","-121.7176","","","1199.0","polygon","False","America/Los_Angeles","95645","1840024601"
"Big Oak Flat","Big Oak Flat","CA","California","06109","Tuolumne","37.8235","-120.2582","","","68.4","point","False","America/Los_Angeles","95305","1840028144"
"Guerneville","Guerneville","CA","California","06097","Sonoma","38.5137","-122.9894","","","672.1","polygon","False","America/Los_Angeles","95446 95471","1840017578"
"Upland","Upland","CA","California","06071","San Bernardino","34.1178","-117.6603","76684","76684","1895","polygon","True","America/Los_Angeles","91784 91786 91785","1840021730"
"Riverbank","Riverbank","CA","California","06099","Stanislaus","37.7269","-120.9406","24389","24389","2301","polygon","True","America/Los_Angeles","95367","1840020286"
"Waterloo","Waterloo","CA","California","06077","San Joaquin","38.0365","-121.1846","","","77.1","polygon","False","America/Los_Angeles","95215","1840026771"
"Montrose","Montrose","CA","California","06037","Los Angeles","34.2064","-118.2242","","","1713.6","point","False","America/Los_Angeles","91020","1840028256"
"Industry","Industry","CA","California","06037","Los Angeles","34.0175","-117.9268","205","205","6","polygon","True","America/Los_Angeles","91748 91746 91789 91745 91744 91714 91715","1840019236"
"Jacumba Hot Springs","Jacumba Hot Springs","CA","California","06073","San Diego","32.6277","-116.1827","","","631.9","polygon","False","America/Tijuana","91934","1840025044"
"Amador City","Amador City","CA","California","06005","Amador","38.4189","-120.8236","191","191","235","polygon","True","America/Los_Angeles","95601 95685","1840018850"
"Brea","Brea","CA","California","06059","Orange","33.9255","-117.8654","42471","42471","1344","polygon","True","America/Los_Angeles","92821 92823 92822","1840019323"
"Bella Vista","Bella Vista","CA","California","06089","Shasta","40.6502","-122.2450","","","79.0","polygon","False","America/Los_Angeles","96008 96003","1840022392"
"San Jacinto","San Jacinto","CA","California","06065","Riverside","33.7970","-116.9915","47413","47413","711","polygon","True","America/Los_Angeles","92583 92582 92581","1840021936"
"Redding","Redding","CA","California","06089","Shasta","40.5698","-122.3650","120288.0","91808","594","polygon","True","America/Los_Angeles","96002 96003 96001","1840020141"
"Exeter","Exeter","CA","California","06107","Tulare","36.2940","-119.1459","10506","10506","1646","polygon","True","America/Los_Angeles","93221","1840020365"
"Goshen","Goshen","CA","California","06107","Tulare","36.3518","-119.4210","","","698.8","polygon","False","America/Los_Angeles","93291 93227","1840017693"
"Templeton","Templeton","CA","California","06079","San Luis Obispo","35.5560","-120.7182","","","259.5","polygon","False","America/Los_Angeles","93446 93465","1840019127"
"East Nicolaus","East Nicolaus","CA","California","06101","Sutter","38.9100","-121.5443","","","59.9","polygon","False","America/Los_Angeles","95659","1840024522"
"Hercules","Hercules","CA","California","06013","Contra Costa","38.0064","-122.2564","25360","25360","1526","polygon","True","America/Los_Angeles","94547 94553","1840020276"
"Johnsville","Johnsville","CA","California","06063","Plumas","39.7663","-120.7130","","","9.1","polygon","False","America/Los_Angeles","96103","1840017522"
"Biola","Biola","CA","California","06019","Fresno","36.7999","-120.0212","","","516.7","polygon","False","America/Los_Angeles","93606 93630","1840017629"
"Moorpark","Moorpark","CA","California","06111","Ventura","34.2855","-118.8770","36481","36481","1119","polygon","True","America/Los_Angeles","93021 93020","1840020472"
"Windsor","Windsor","CA","California","06097","Sonoma","38.5417","-122.8086","27555","27555","1463","polygon","True","America/Los_Angeles","95492","1840022484"
"El Monte","El Monte","CA","California","06037","Los Angeles","34.0739","-118.0291","115807","115807","4675","polygon","True","America/Los_Angeles","91732 91731 91733 91734 91735","1840020480"
"Calistoga","Calistoga","CA","California","06055","Napa","38.5817","-122.5825","5311.0","5311","789","polygon","True","America/Los_Angeles","94515","1840018835"
"Bucks Lake","Bucks Lake","CA","California","06063","Plumas","39.8798","-121.1941","","","0.0","polygon","False","America/Los_Angeles","95956","1840028336"
"Wilseyville","Wilseyville","CA","California","06009","Calaveras","38.3791","-120.5146","","","126.0","point","False","America/Los_Angeles","95257","1840028204"
"Igo","Igo","CA","California","06089","Shasta","40.5054","-122.5417","","","12.3","point","False","America/Los_Angeles","96047","1840027339"
"Hat Creek","Hat Creek","CA","California","06089","Shasta","40.8101","-121.4809","","","8.9","polygon","False","America/Los_Angeles","96040","1840028323"
"Mesa Verde","Mesa Verde","CA","California","06065","Riverside","33.5958","-114.7319","","","802.9","polygon","False","America/Los_Angeles","92225","1840028260"
"Sebastopol","Sebastopol","CA","California","06097","Sonoma","38.4001","-122.8277","7678","7678","1593","polygon","True","America/Los_Angeles","95472 95473","1840021489"
"Avery","Avery","CA","California","06009","Calaveras","38.1939","-120.3790","","","259.9","polygon","False","America/Los_Angeles","95233 95224","1840017591"
"McKittrick","McKittrick","CA","California","06029","Kern","35.2981","-119.6249","","","116.6","polygon","False","America/Los_Angeles","93251","1840017815"
"Clearlake","Clearlake","CA","California","06033","Lake","38.9590","-122.6331","15737.0","15053","573","polygon","True","America/Los_Angeles","95422 95424","1840028139"
"Sawyers Bar","Sawyers Bar","CA","California","06093","Siskiyou","41.2974","-123.1303","","","15.6","point","False","America/Los_Angeles","96027","1840027266"
"Irwin","Irwin","CA","California","06047","Merced","37.3969","-120.8499","","","653.1","point","False","America/Los_Angeles","95324","1840028157"
"Burbank","Burbank","CA","California","06037","Los Angeles","34.1880","-118.3234","104447","104447","2325","polygon","True","America/Los_Angeles","91506 91504 91505 91502 91501 91503 91507 91508 91510 91521 91522 91523 91526","1840019233"
"Discovery Bay","Discovery Bay","CA","California","06013","Contra Costa","37.9064","-121.5985","","","1078.6","polygon","False","America/Los_Angeles","94505","1840018897"
"North San Juan","North San Juan","CA","California","06057","Nevada","39.3719","-121.1060","","","97.6","polygon","False","America/Los_Angeles","95960","1840026654"
"Rancho Santa Margarita","Rancho Santa Margarita","CA","California","06059","Orange","33.6318","-117.5989","48969","48969","1466","polygon","True","America/Los_Angeles","92679 92688","1840020584"
"Komandorski Village","Komandorski Village","CA","California","06001","Alameda","37.7160","-121.9088","","","2340.4","point","False","America/Los_Angeles","94568","1840028110"
"Casa Conejo","Casa Conejo","CA","California","06111","Ventura","34.1848","-118.9445","","","2425.5","polygon","False","America/Los_Angeles","91320","1840017912"
"South Whittier","South Whittier","CA","California","06037","Los Angeles","33.9336","-118.0311","","","4985.6","polygon","False","America/Los_Angeles","90604 90605","1840019209"
"Manhattan Beach","Manhattan Beach","CA","California","06037","Los Angeles","33.8895","-118.3972","35741","35741","3504","polygon","True","America/Los_Angeles","90266 90267","1840020496"
"Green Valley","Green Valley","CA","California","06037","Los Angeles","34.6172","-118.4059","","","409.1","polygon","False","America/Los_Angeles","91390","1840025002"
"Orleans","Orleans","CA","California","06023","Humboldt","41.3015","-123.5412","","","67.4","point","False","America/Los_Angeles","95556","1840009405"
"Quincy","Quincy","CA","California","06063","Plumas","39.9310","-120.9548","","","750.1","polygon","False","America/Los_Angeles","95971","1840018768"
"Ignacio","Ignacio","CA","California","06041","Marin","38.0702","-122.5386","","","581.3","point","False","America/Los_Angeles","94949","1840028055"
"Rolling Hills","Rolling Hills","CA","California","06037","Los Angeles","33.7600","-118.3471","1887","1887","243","polygon","True","America/Los_Angeles","90274","1840020493"
"Leona Valley","Leona Valley","CA","California","06037","Los Angeles","34.6147","-118.2990","","","81.7","polygon","False","America/Los_Angeles","93551","1840025004"
"Valley Ford","Valley Ford","CA","California","06097","Sonoma","38.3246","-122.9148","","","16.1","polygon","False","America/Los_Angeles","94952 94922","1840024622"
"Kelso","Kelso","CA","California","06071","San Bernardino","35.0125","-115.6536","","","1.9","point","False","America/Los_Angeles","92332","1840028033"
"Pope Valley","Pope Valley","CA","California","06055","Napa","38.6152","-122.4278","","","7.2","point","False","America/Los_Angeles","94574","1840028005"
